annotation_class,candidate_id,capability_tags_json,limit_tags_json,normalized_annotation,source_raw_text,source_refs,strength_tags_json,weakness_tags_json
ENGINEERING_NORMALIZATION,FL_PN_KWN_T,"{""faces"":[""RF""],""series"":""PN"",""subtype_group"":""orifice""}","{""dn_max_mm"":600,""dn_min_mm"":25,""pn_max"":160,""pn_min"":10}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P119|E_P120,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance"",""orifice_metering""]",[]
ENGINEERING_NORMALIZATION,FL_PN_KWN_S,"{""faces"":[""RF""],""series"":""PN"",""subtype_group"":""orifice""}","{""dn_max_mm"":600,""dn_min_mm"":25,""pn_max"":160,""pn_min"":10}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P119|E_P120,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance"",""orifice_metering""]",[]
ENGINEERING_NORMALIZATION,FL_PN_JPL,"{""faces"":[],""series"":""PN"",""subtype_group"":""jacketed""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P128,"[""pressure_boundary_connection"",""jacketed_pipe""]",[]
ENGINEERING_NORMALIZATION,FL_PN_JSO,"{""faces"":[],""series"":""PN"",""subtype_group"":""jacketed""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P128,"[""pressure_boundary_connection"",""jacketed_pipe""]",[]
ENGINEERING_NORMALIZATION,FL_PN_JWN,"{""faces"":[],""series"":""PN"",""subtype_group"":""jacketed""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P128,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance"",""jacketed_pipe""]",[]
ENGINEERING_NORMALIZATION,FL_CL_SO,"{""faces"":[""RF""],""series"":""CLASS"",""subtype_group"":""general""}","{""class_max"":300,""class_min"":150,""dn_max_mm"":600,""dn_min_mm"":15,""temperature_max_c"":200,""temperature_min_c"":-45}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P490,"[""pressure_boundary_connection""]",[]
ENGINEERING_NORMALIZATION,FL_CL_WN,"{""faces"":[""RF"",""RJ""],""series"":""CLASS"",""subtype_group"":""general""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":15}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P490,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance""]",[]
ENGINEERING_NORMALIZATION,FL_CL_LWN,"{""faces"":[],""series"":""CLASS"",""subtype_group"":""equipment_nozzle""}","{""class_max"":2500,""class_min"":150}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P532,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance""]",[]
ENGINEERING_NORMALIZATION,FL_CL_IF,"{""faces"":[""RF"",""RJ""],""series"":""CLASS"",""subtype_group"":""general""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":15}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P490,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance""]",[]
ENGINEERING_NORMALIZATION,FL_CL_SW,"{""faces"":[""RF""],""series"":""CLASS"",""subtype_group"":""small_bore""}","{""class_max"":900,""class_min"":150,""dn_max_mm"":50,""dn_min_mm"":15}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P490,"[""pressure_boundary_connection""]","[""crevice_corrosion_sensitive""]"
ENGINEERING_NORMALIZATION,FL_CL_TH,"{""faces"":[""RF""],""series"":""CLASS"",""subtype_group"":""small_bore""}","{""class_max"":150,""class_min"":150,""dn_max_mm"":150,""dn_min_mm"":15}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P490|E_P532,"[""pressure_boundary_connection""]","[""crevice_corrosion_sensitive""]"
ENGINEERING_NORMALIZATION,FL_CL_LF_SE,"{""faces"":[""RF""],""series"":""CLASS"",""subtype_group"":""lined_or_lap""}","{""class_max"":300,""class_min"":150,""dn_max_mm"":600,""dn_min_mm"":15}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P490,"[""pressure_boundary_connection""]",[]
ENGINEERING_NORMALIZATION,FL_CL_BL,"{""faces"":[],""series"":""CLASS"",""subtype_group"":""closure""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P270|E_P360,"[""pressure_boundary_connection""]",[]
ENGINEERING_NORMALIZATION,FL_CL_KWN_T,"{""faces"":[""RF""],""series"":""CLASS"",""subtype_group"":""orifice""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":600,""dn_min_mm"":25}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P334|E_P335,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance"",""orifice_metering""]",[]
ENGINEERING_NORMALIZATION,FL_CL_KWN_S,"{""faces"":[""RF""],""series"":""CLASS"",""subtype_group"":""orifice""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":600,""dn_min_mm"":25}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P334|E_P335,"[""pressure_boundary_connection"",""high_generality"",""cyclic_resistance"",""orifice_metering""]",[]
ENGINEERING_NORMALIZATION,FACE_RF,"{""faces"":[],""series"":""BOTH"",""subtype_group"":""single_face""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P040|E_P273|E_P490,"[""face_pair_definition""]",[]
ENGINEERING_NORMALIZATION,FACE_FF,"{""faces"":[],""series"":""BOTH"",""subtype_group"":""single_face""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P040|E_P273|E_P491|E_P532,"[""face_pair_definition"",""cast_iron_interface""]",[]
ENGINEERING_NORMALIZATION,FACE_FM_M_PAIR,"{""faces"":[],""series"":""BOTH"",""subtype_group"":""paired_face""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P040|E_P273|E_P490,"[""face_pair_definition""]",[]
ENGINEERING_NORMALIZATION,FACE_T_G_PAIR,"{""faces"":[],""series"":""BOTH"",""subtype_group"":""paired_face""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P040|E_P273|E_P490,"[""face_pair_definition""]",[]
ENGINEERING_NORMALIZATION,FACE_RJ,"{""faces"":[],""series"":""BOTH"",""subtype_group"":""single_face""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P040|E_P273|E_P490,"[""face_pair_definition"",""ring_joint_compatibility"",""high_leak_tightness_potential""]",[]
ENGINEERING_NORMALIZATION,G_RUBBER_FLAT,"{""faces"":[""RF"",""FM/M"",""T/G"",""FF""],""series"":""BOTH"",""subtype_group"":""nonmetal_flat""}","{""class_max"":150,""class_min"":150,""dn_max_mm"":2000,""dn_min_mm"":10,""pn_max"":16,""temperature_max_c"":200}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P492,"[""sealing_element""]",[]
ENGINEERING_NORMALIZATION,G_ASBESTOS_RUBBER,"{""faces"":[""RF"",""FM/M"",""T/G"",""FF""],""series"":""BOTH"",""subtype_group"":""nonmetal_flat""}","{""class_max"":150,""class_min"":150,""pn_max"":25,""temperature_max_c"":300}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P491|E_P492,"[""sealing_element""]","[""high_hazard_excluded"",""high_vacuum_excluded""]"
ENGINEERING_NORMALIZATION,G_NON_ASBESTOS_FIBER,"{""faces"":[""RF"",""FM/M"",""T/G"",""FF""],""series"":""BOTH"",""subtype_group"":""nonmetal_flat""}","{""class_max"":300,""class_min"":150,""pn_max"":40,""temperature_max_c"":290}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P491|E_P492,"[""sealing_element""]","[""high_hazard_excluded"",""high_vacuum_excluded""]"
ENGINEERING_NORMALIZATION,G_PTFE_FLAT,"{""faces"":[""RF"",""FM/M"",""T/G"",""FF""],""series"":""BOTH"",""subtype_group"":""nonmetal_flat""}","{""class_max"":150,""class_min"":150,""pn_max"":16,""temperature_max_c"":100}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P491|E_P492,"[""sealing_element"",""corrosion_resistance""]",[]
ENGINEERING_NORMALIZATION,G_MODIFIED_PTFE,"{""faces"":[""RF"",""FM/M"",""T/G"",""FF""],""series"":""BOTH"",""subtype_group"":""nonmetal_flat""}","{""class_max"":300,""class_min"":150,""pn_max"":40,""temperature_max_c"":200}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P492,"[""sealing_element"",""corrosion_resistance""]",[]
ENGINEERING_NORMALIZATION,G_FLEX_GRAPHITE_REINFORCED,"{""faces"":[""RF"",""FM/M"",""T/G""],""series"":""BOTH"",""subtype_group"":""nonmetal_flat""}","{""class_max"":600,""class_min"":150,""pn_max"":63,""pn_min"":10,""temperature_max_c"":650}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P491|E_P492,"[""sealing_element""]","[""oxidizing_temperature_limit_450c""]"
ENGINEERING_NORMALIZATION,G_MICA_COMPOSITE,"{""faces"":[""RF"",""FM/M"",""T/G""],""series"":""BOTH"",""subtype_group"":""nonmetal_flat""}","{""class_max"":600,""class_min"":150,""pn_max"":63,""pn_min"":10,""temperature_max_c"":900}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P492,"[""sealing_element""]",[]
ENGINEERING_NORMALIZATION,G_PTFE_ENVELOPE_A,"{""faces"":[""RF""],""series"":""BOTH"",""subtype_group"":""ptfe_envelope""}","{""class_max"":300,""class_min"":150,""dn_max_mm"":500,""dn_min_mm"":10,""pn_max"":40,""pn_min"":6,""temperature_max_c"":150}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P015|E_P162|E_P257|E_P491|E_P496|E_P531|E_P532,"[""sealing_element"",""corrosion_resistance""]","[""vacuum_excluded"",""core_corrosion_sensitive""]"
ENGINEERING_NORMALIZATION,G_PTFE_ENVELOPE_B,"{""faces"":[""RF""],""series"":""BOTH"",""subtype_group"":""ptfe_envelope""}","{""class_max"":300,""class_min"":150,""dn_max_mm"":500,""dn_min_mm"":10,""pn_max"":40,""pn_min"":6,""temperature_max_c"":150}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P015|E_P162|E_P257|E_P491|E_P496|E_P531|E_P532,"[""sealing_element"",""corrosion_resistance""]","[""vacuum_excluded"",""core_corrosion_sensitive""]"
ENGINEERING_NORMALIZATION,G_PTFE_ENVELOPE_C,"{""faces"":[""RF""],""series"":""BOTH"",""subtype_group"":""ptfe_envelope""}","{""class_max"":300,""class_min"":150,""dn_max_mm"":600,""dn_min_mm"":350,""pn_max"":40,""pn_min"":6,""temperature_max_c"":150}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P015|E_P162|E_P257|E_P491|E_P496|E_P531|E_P532,"[""sealing_element"",""corrosion_resistance""]","[""vacuum_excluded"",""core_corrosion_sensitive""]"
ENGINEERING_NORMALIZATION,G_METAL_JACKET_I,"{""faces"":[""RF""],""series"":""BOTH"",""subtype_group"":""metal_jacket""}","{""class_max"":900,""class_min"":300,""dn_max_mm"":600,""dn_min_mm"":10,""pn_max"":100,""pn_min"":25}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P492,"[""sealing_element""]",[]
ENGINEERING_NORMALIZATION,G_METAL_JACKET_II,"{""faces"":[""RF""],""series"":""BOTH"",""subtype_group"":""metal_jacket""}","{""class_max"":900,""class_min"":300,""dn_max_mm"":600,""dn_min_mm"":10,""pn_max"":100,""pn_min"":25}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P014|E_P252|E_P492,"[""sealing_element""]",[]
ENGINEERING_NORMALIZATION,G_SPIRAL_A,"{""faces"":[""T/G""],""series"":""BOTH"",""subtype_group"":""spiral_wound""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":10,""pn_max"":160,""pn_min"":16}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P178|E_P416,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_SPIRAL_B,"{""faces"":[""FM/M""],""series"":""BOTH"",""subtype_group"":""spiral_wound""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":10,""pn_max"":160,""pn_min"":16}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P178|E_P416|E_P417,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_SPIRAL_C,"{""faces"":[""RF"",""FF""],""series"":""BOTH"",""subtype_group"":""spiral_wound""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":10,""pn_max"":160,""pn_min"":16}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P178|E_P416,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_SPIRAL_D,"{""faces"":[""RF"",""FF""],""series"":""BOTH"",""subtype_group"":""spiral_wound""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":10,""pn_max"":160,""pn_min"":16}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P178|E_P416|E_P417|E_P491,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_KAMMPROFILE_A,"{""faces"":[""T/G"",""FM/M""],""series"":""BOTH"",""subtype_group"":""kammprofile""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":10,""pn_max"":160,""pn_min"":16}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P190|E_P432,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_KAMMPROFILE_B,"{""faces"":[""RF"",""FF""],""series"":""BOTH"",""subtype_group"":""kammprofile""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":10,""pn_max"":160,""pn_min"":16}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P190|E_P432|E_P433,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_KAMMPROFILE_C,"{""faces"":[""RF"",""FF""],""series"":""BOTH"",""subtype_group"":""kammprofile""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":1500,""dn_min_mm"":10,""pn_max"":160,""pn_min"":16}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P190|E_P432|E_P433,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_RING_OVAL,"{""faces"":[""RJ""],""series"":""BOTH"",""subtype_group"":""ring_joint""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":900,""dn_min_mm"":15,""pn_max"":160,""pn_min"":63,""temperature_max_c"":700}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P202|E_P446|E_P447,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,G_RING_OCTAGONAL,"{""faces"":[""RJ""],""series"":""BOTH"",""subtype_group"":""ring_joint""}","{""class_max"":2500,""class_min"":150,""dn_max_mm"":900,""dn_min_mm"":15,""pn_max"":160,""pn_min"":63,""temperature_max_c"":700}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P202|E_P446|E_P447,"[""sealing_element"",""enhanced_leak_tightness"",""cyclic_service_candidate""]",[]
ENGINEERING_NORMALIZATION,FST_PN_HEX_I,"{""faces"":[],""series"":""PN"",""subtype_group"":""bolt_assembly""}","{""pn_max"":40}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P018|E_P254|E_P531,"[""joint_preload""]","[""rating_and_cyclic_limit""]"
ENGINEERING_NORMALIZATION,FST_PN_DOUBLE_I,"{""faces"":[],""series"":""PN"",""subtype_group"":""stud_assembly""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P018|E_P254|E_P255,"[""joint_preload""]","[""rating_and_cyclic_limit""]"
ENGINEERING_NORMALIZATION,FST_PN_FULL_II,"{""faces"":[],""series"":""PN"",""subtype_group"":""stud_assembly""}",{},候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P018|E_P254|E_P255|E_P531,"[""joint_preload"",""high_generality"",""high_pressure_temperature_candidate""]",[]
ENGINEERING_NORMALIZATION,FST_CL_HEX_I,"{""faces"":[],""series"":""CLASS"",""subtype_group"":""bolt_assembly""}","{""class_max"":150,""class_min"":150}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P018|E_P493,"[""joint_preload""]","[""rating_and_cyclic_limit""]"
ENGINEERING_NORMALIZATION,FST_CL_FULL_HH,"{""faces"":[],""series"":""CLASS"",""subtype_group"":""stud_assembly""}","{""class_max"":2500,""class_min"":150}",候选能力标签仅用于确定性匹配；数值限值来自表列，定性等级为工程归一化，不替代材料p-T曲线、泄漏等级或供应商确认。,,E_P018|E_P493|E_P494,"[""joint_preload"",""high_generality"",""high_pressure_temperature_candidate""]",[]
